Temperature,Humidity,Rainfall,Wind_Speed,Rust,Aphids,Fusarium_Head_Blight
17.49080237694725,67.7135984124849,14.945632738667939,7.495053655935802,0,0,0
29.01428612819832,71.30460467187596,13.31648384925613,11.201201587688914,0,1,0
24.6398788362281,88.45463269409811,7.046156500114402,8.440001709844998,1,1,0
21.973169683940732,65.30019737269515,24.29066680405952,1.2495387466769459,0,1,1
13.12037280884873,89.13423581654772,19.064966420345154,2.783703551753331,0,0,0
13.119890406724053,53.96604939395112,34.628039692960144,3.289922760463787,0,0,0
11.16167224336399,84.95592967438839,1.2843832192823301,3.8679638046726734,0,0,0
27.323522915498703,88.13964348746313,25.754717102205053,8.481050879257564,0,1,1
22.022300234864176,58.18179437768025,30.517955140462444,7.559486697380902,0,0,1
24.16145155592091,69.36559395674902,30.37946276753228,3.0474005754631337,0,1,1
10.411689885916049,57.447489859864504,35.442958683821004,1.0133226518353062,0,0,0
29.398197043239886,81.7971858047398,29.161349713179764,2.571483067120771,0,1,1
26.648852816008436,74.09064956277456,37.11240246590785,14.765719689279049,0,1,1
14.246782213565524,78.58955060187445,13.306263992835659,7.028204246872084,0,0,0
13.636499344142013,58.8419135130295,20.128376670061723,13.010182570531686,0,0,0
13.668090197068675,59.52856379235888,0.563186531315627,12.73128700003265,0,0,0
16.084844859190753,51.86737964794579,0.2783034921316485,7.672793361943105,0,0,0
20.495128632644757,64.49303908380784,9.605064818060796,10.600315626908152,0,1,0
18.638900372842315,75.18850976001536,4.03228788556341,2.8912801561906845,1,0,0
15.824582803960839,88.6070711298798,10.408454717430144,10.325950573903624,1,0,0
22.237057894447588,80.01173513564063,7.081731781135896,4.085768688949343,1,1,0
12.789877213040837,69.59283455298882,1.1408009935459296,12.480931451312262,0,0,0
15.842892970704362,92.8904051477362,36.37216585624198,1.2558619966336488,1,0,0
17.327236865873836,82.36603402591243,0.328925255555661,11.597080093279162,1,0,0
19.12139968434072,91.85743412881476,29.443285773483417,1.499053598529293,1,0,0
25.703519227860273,73.74145879724745,6.085915476780661,13.217838553414634,0,1,0
13.993475643167194,61.650692365691285,36.489184879984,4.563067772025056,0,0,0
20.284688768272233,52.37720088641249,35.71183758359543,9.81590047245862,0,0,1
