Temperature,Humidity,Rainfall,Wind_Speed,Blast,Brown_Spot,Stem_Borers
25.618101782710436,73.77724320971048,18.682040923334924,9.993404874581069,0,0,0
34.260714596148745,76.57024807812576,16.645604811570163,14.934935450251885,0,0,1
30.979909127171076,89.90915876207632,8.807695625143003,11.253335613126662,1,0,1
28.979877262955547,71.90015351209622,30.363333505074397,1.6660516622359278,0,1,1
22.34027960663655,90.437738968426,23.831208025431444,3.711604735671108,0,0,0
22.33991780504304,63.0847050841842,43.28504961620018,4.386563680618383,0,0,0
20.871254182522993,87.18794530230207,1.6054790241029127,5.157285072896897,0,0,0
32.992642186624025,89.66416715691577,32.193396377756315,11.308067839010086,1,1,1
29.01672517614813,66.36361784930686,38.14744392557806,10.07931559650787,0,1,0
30.621088666940683,75.06212863302702,37.974328459415354,4.063200767284179,0,1,1
20.308767414437035,65.79249211322795,44.30369835477626,1.3510968691137415,0,0,0
34.54864778242992,84.73114451479762,36.4516871414747,3.4286440894943615,1,1,1
32.48663961200633,78.73717188215798,46.39050308238482,19.687626252372066,0,1,1
23.185086660174143,82.23631713479124,16.632829991044574,9.370938995829444,0,0,0
22.727374508106507,66.87704384346739,25.160470837577154,17.34691009404225,0,0,0
22.751067647801506,67.41110517183468,0.7039831641445338,16.975049333376866,0,0,0
24.563633644393065,61.452406392846726,0.34787936516456064,10.230391149257475,0,0,0
27.871346474483566,71.27236373185053,12.006331022575994,14.13375416921087,0,0,0
26.479175279631736,79.59106314667862,5.040359856954263,3.8550402082542456,0,0,0
24.368437102970628,90.02772198990651,13.010568396787681,13.767934098538166,0,0,0
29.17779342083569,83.34246066105382,8.85216472641987,5.44769158526579,1,0,1
22.092407909780626,75.2388713189913,1.426001241932412,16.641241935083016,0,0,0
24.382169728028273,93.35920400379482,45.46520732030247,1.6744826621781983,0,0,0
25.495427649405375,85.17358202015411,0.41115656944457624,15.46277345770555,1,0,0
26.84104976325554,92.55578210018925,36.80410721685427,1.9987381313723906,1,1,0
31.777639420895206,78.4655790645258,7.607394345975827,17.62378473788618,0,0,1
22.995106732375397,69.06164961775988,45.61148109998,6.084090362700074,0,0,0
27.713516576204174,61.84893402276527,44.63979697949429,13.087867296611496,0,1,0
28.886218532930638,85.41296980193476,32.695057318462865,9.750045572405597,1,1,1
20.696756190799967,64.24560493019369,33.611707490030255,7.326062905246779,0,0,0
29.113172778521573,70.59712948951885,0.26695709848442717,12.908836663669929,0,0,1
22.557861855309373,78.6364817759364,49.2435783056801,18.95045961102476,0,0,0
20.97577389477919,79.75458057229116,43.89163017879072,0.8253949474924371,0,0,0
34.2332830588,81.02041189454977,44.7553112865046,18.377057117662087,1,1,1
34.484480496118394,65.81893656223953,32.962226852543594,12.181633100420271,0,1,0
32.125960221746915,73.2908091687577,17.239346432726826,16.146286015381047,0,0,1
24.56920653760056,81.60179794909384,44.68243245452404,7.6774990686855515,0,0,0
21.46508171009576,93.94366026218248,14.575846407559617,9.436859496752275,0,0,0
30.263495397682355,85.4670898194891,28.135577167110142,17.37701503602328,1,0,1
26.60228740609402,92.29113149828852,4.98654861719412,8.296959396196462,1,0,0
21.83057352267168,86.67742204099619,46.09778150663751,10.6931913349817,0,0,0
27.427653651669054,80.71009391123401,7.038522888560666,0.4038984616866581,1,0,0
20.515827816728276,66.72081791977206,11.244840286520363,3.1719601167608458,0,0,0
33.639806031181735,83.33399781623795,27.906707906410748,12.833730159495996,1,0,1
23.881699724000253,81.81828480859674,38.204650010649075,14.339538021277543,0,0,0
29.937834265309732,81.08642096600433,30.967565296814946,11.652018735689989,1,1,1
24.675666141341164,77.14250537958843,11.606695640007809,2.8662007255122135,0,0,0
27.801020317667163,78.50298113962465,0.04715212637451671,8.908108571556696,0,0,0
28.200654190149194,71.70548844913364,37.85752901537196,7.101895327263796,0,1,1
22.772816832882906,78.17594424248061,49.26036629555469,9.913226880701767,0,0,0
34.54376941646838,66.91445669874673,40.49565601530452,17.406580691081885,0,1,0
31.626992350416717,88.18110390761319,23.010330907830767,15.517228773173038,1,0,1
34.09248412346284,66.50219341445478,45.18836306995533,1.679790027783179,0,1,0
33.422410256414736,62.973820146131324,20.4923836559175,17.806183955491285,0,0,0
28.968499682166275,75.26861092250051,26.246704212173377,9.435343022996472,0,0,1
33.82811352534675,83.04076038271216,23.856488369784163,14.877242897719968,1,0,1
21.327387530778793,75.32008887267395,22.381193633276247,2.8007846252870428,0,0,0
22.93974293628718,69.6863946182958,38.75953846469529,13.414390514140962,0,0,0
20.67840933365807,79.53599143616543,26.338445363474598,4.726520352189159,0,0,0
24.879954961448966,72.145081739427,15.835856101260804,8.767617942818632,0,0,0
25.83015934534223,92.65036915443216,12.907908382923916,0.3372574016420882,1,0,0
24.07023547660844,92.29257988612503,1.8873658483716693,3.0322127586095204,0,0,0
32.43106263727894,77.58301369902334,29.1597580941523,1.8416098624723953,0,0,1
25.351299900403838,71.47593979063905,11.49807077005171,4.7948834587651685,0,0,0
24.21401764531071,85.79963448848237,7.406696100819154,2.0003618004864454,0,0,0
28.14044124737373,61.284953021907334,32.691498191383886,13.838200532391237,0,1,0
22.113863374621438,76.6169152115278,34.06046289107744,0.5807980441843874,0,0,0
32.032954711310595,71.77131879946167,37.607744612883295,12.354810012499959,0,1,1
21.118259655196564,92.21875597858941,25.178844816929573,2.814156616511485,0,0,0
34.803304049007764,60.42010595454389,44.70273026019433,18.903229143557937,0,1,0
31.58367153944986,79.34852065014222,46.81713766991139,18.661881462197087,0,1,1
22.980735223012587,85.92322533733191,40.36854698962447,4.510062050419252,0,0,0
20.082831756854034,76.97562956334144,31.77967410040936,12.28842596446059,0,0,0
32.23192142682251,62.98910605569526,15.186047679559433,0.5601063894491687,0,0,0
30.602860157714257,94.03614865097657,49.14724608101106,18.63577086102348,1,1,1
30.93510752061481,78.13036509816342,13.706808359596916,10.459746163834193,0,0,1
31.569055200289185,81.4965185511654,10.132846099521553,0.8644630283555799,1,0,1
21.110669776011356,68.28134239476276,22.107705689329137,6.849999860162748,0,0,0
25.37698592816409,76.92243297873813,2.842028535619423,1.536989237224684,0,0,0
21.738035892876944,75.02023221854127,48.92472323358954,7.8588887874671975,0,0,0
32.946551388133905,62.621354470069434,29.42167782082124,13.398526843226461,0,0,0
29.34947190241337,63.71561237416135,27.847604583208764,9.397798160828792,0,0,0
24.963470372789736,89.31153818665712,32.78981399498599,7.67444349438909,0,0,0
20.953375254290354,68.39369832723065,24.851182388860334,2.383140910809296,0,0,0
24.664734825734932,66.82353950245206,1.6031758547270791,4.898780913873127,0,0,0
24.877749830401207,77.67190079375487,30.61556444201984,2.0028657547670226,0,0,0
30.944092675070962,86.90614959768796,35.80869384782153,16.149974633133215,1,1,1
29.563362070328196,62.16812815026458,20.837453031202656,2.704796559694451,0,0,0
33.3081911386449,80.18827718733895,37.86477860355964,11.90746733097787,1,1,1
27.08322387742924,64.17236549942007,11.35006496692103,6.854808271776918,0,0,0
21.793913689074525,61.27613677889664,11.063829553309201,4.51956769310367,0,0,0
30.698671808344926,61.84603832567761,8.070849384378697,12.789368789842076,0,0,0
31.411775729253463,89.19574378729544,18.59973798945809,9.140046187538813,1,0,1
28.419157963542446,64.12903692698215,42.35060176945418,8.002909345691183,0,1,0
31.564507699318415,61.58029775443022,41.39560310745322,11.85704009784443,0,1,0
27.40693394546586,75.32649605000194,19.14121039817519,9.825352569800014,0,0,0
27.840992440729913,89.53977151797086,29.455936799011827,6.0696841710312155,1,0,0
26.413115275378246,69.18429317712557,36.04081582374578,11.181225755305032,0,1,0
20.381286901161427,74.75994161340708,12.06033873140115,13.389971531013892,0,0,0
21.618371404899566,61.39728863973129,8.407054294737353,0.5338631717370856,0,0,0
20.471437785301013,75.71774799472065,48.60479966061555,9.317434578153508,0,0,0
29.546156168956706,80.21645782229967,30.877865660480925,1.1536656916708754,1,1,1
24.7153397161449,79.98174688132507,49.070786091683196,3.7281082813622213,0,0,0
27.62856036747054,71.63493422610279,16.887799356611456,11.210174681559462,0,0,0
33.613497108891394,71.04366132320975,35.151584998706575,17.323778305311613,0,1,1
23.739383437233123,63.731826662780925,11.130181827061886,17.656113583769695,0,0,0
26.155743845534445,72.83794122261939,13.060008563695646,1.3988802027726255,0,0,0
31.33326707814573,63.482313410553765,25.5951060634812,8.382101725734133,0,0,0
23.431972482374338,86.83085806492181,15.980906275403562,11.660129660091025,0,0,0
21.154698647431896,93.81960042118651,8.381078192029223,2.941398091006868,0,0,0
24.34627179370652,93.95260598333473,13.1440350994663,15.308644334895433,0,0,0
22.418319308810066,90.27748847813879,1.787419723293232,14.884705168744777,0,0,0
33.9454647851386,81.02772522688667,35.221181073874334,18.066820274135893,1,1,1
32.12180569346626,84.53029940353579,24.60583285429308,0.16972024166886035,1,0,1
29.501056347656352,69.98220309381449,4.712153320226281,4.333684879780053,0,0,0
33.07190885281577,82.07696470604172,8.58469965642456,16.543734284906435,1,0,1
32.05508115348672,75.94773423039571,5.126726905632201,13.411601016538707,0,0,1
22.798550883290538,76.87060689219264,30.629640413793823,17.887797073969814,0,0,0
33.388384977349666,86.52217961313053,4.71051818062469,1.1435930906053304,1,0,1
28.090133628734762,69.86714244590381,37.714116651760804,11.939279314328857,0,1,0
32.111602327460936,71.13138640930819,1.0255459660195587,11.380931497873483,0,0,1
33.441369498852396,92.36246268950228,12.468789399794606,0.7134883272106474,1,0,1
24.77005212457796,61.96785031978403,44.53333379459536,10.27044153824967,0,0,0
21.65077886791515,76.99720044446691,35.9265659061123,12.190406226198485,0,0,0
23.419027438129124,91.94802801427517,3.648416646284386,3.8258634840421446,0,0,0
26.406616829393844,81.3627052736355,41.056305224258985,5.466591662493259,1,1,0
32.27022148883739,79.12424759742463,24.65175607701024,12.80694692595474,0,0,1
32.910958748845154,68.74104627302744,42.33915135844146,9.366018951999166,0,1,0
20.10428195796786,72.01464211725569,30.03698872251967,17.160273151366535,0,0,0
27.661209538663485,89.82169455316425,34.09165160164294,6.847635320183767,1,1,0
26.261165047231685,79.57263461189604,49.67507801978541,5.333193167764023,0,1,0
23.331617157060954,78.0159767814873,11.616777296200908,19.697318806896856,0,0,0
21.797980510005242,63.48528997390101,31.197278738069418,18.22271540260167,0,0,0
25.06422757105442,60.56098547592931,23.016069502869918,0.5798548999795972,0,0,0
34.14364555868779,93.72898160404671,1.9725976461345718,15.414572306131317,1,0,1
24.848043980311328,73.19451585503946,0.7235320751432517,2.206695476504059,0,0,0
27.781859326150492,81.11245717348265,5.961428890892933,0.549703896587419,1,0,0
30.545284383427667,62.79002756155497,32.454587026927406,5.473910319326977,0,1,0
25.45444403568941,83.90900000030663,28.35815439566961,5.386917581222086,1,0,0
34.57673124081441,92.63983480470864,27.671478058186374,16.386375246939295,1,0,1
34.43670942413167,80.14828385490969,1.5928381264130043,14.213344918856702,1,0,1
23.776734437380462,64.41403628313937,23.465149818000352,19.632188546640286,0,0,0
27.45872758838578,80.36025346157169,46.231140892126426,14.230258006236369,1,1,0
24.513174647251546,86.82215245866283,19.87959346553233,8.365111065120958,0,0,0
24.272607415662016,74.22457878009065,31.246123489422818,13.978553218904338,0,0,0
20.553304210317993,90.79432117795137,38.990933781157175,19.989181343728042,0,0,0
29.143465009698453,82.70390336750776,39.19626395709438,14.202837651250562,1,1,1
27.54018534843292,91.47371214012209,25.96400411976357,15.233627119606366,1,0,0
20.77218126874984,81.8226858936568,42.89759727011682,18.767300303805186,0,0,0
24.179696963549173,64.59507902016885,19.568904668187347,2.273025226233667,0,0,0
33.623988289499806,70.83920988868162,44.434660739239916,14.095685868954536,0,1,1
23.593428360004587,67.06282318883599,12.011358319777266,17.01611915934898,0,0,0
22.173423081368348,91.80892742009019,14.010820349528553,19.08757200441786,0,0,0
27.341791404163445,86.6140023550619,2.656031209950055,4.219385794233988,1,0,0
34.78475681165901,83.67394291185022,39.779091827114144,10.078580154484884,1,1,1
23.630829072672505,70.53382118710675,20.85276181163528,13.611096952889636,0,0,0
30.08203321108818,66.44156702175748,11.455830695569952,4.949354590026749,0,0,0
31.424294229930766,86.47578807961192,11.589513880828983,12.00945726500548,1,0,1
23.564563159885996,76.59552810576778,45.069997061461656,5.151575649959987,0,0,0
30.923245229177894,67.90263432527202,41.69583002305185,6.669140410632945,0,1,0
25.516746990788796,81.58176923578463,27.676544267859164,8.830373930217302,1,0,0
29.48458745890369,61.41168482484582,30.805540020786054,10.58380197493134,0,1,0
29.50294566141342,71.41595889448887,23.71627852751455,8.987317432503012,0,0,1
28.036620261121378,76.39949481068972,19.583327143940444,9.863910395758584,0,0,1
21.354346550816125,65.1785416938292,45.77384406091657,5.971775125765852,0,0,0
32.52953743383857,94.4629067156794,6.280635176015103,3.179301880452612,1,0,1
24.811700974576038,67.3184077606365,20.9223394858114,0.9469995465367886,0,0,0
22.797777655997812,64.56235955151429,17.228095399393766,3.919574449833354,0,0,0
20.61162712332146,67.12372058604137,24.90753601255742,11.63887283011566,0,0,0
28.863394147823627,86.91713966059035,22.881593727258753,15.722308956062648,1,0,1
30.163465427634236,74.8926980745145,25.94447658255407,3.3849519488578905,0,0,1
20.248817433917843,79.78955789133883,6.995948861349705,2.1711071554529693,0,0,0
27.681395874489215,60.735320494522625,25.657075075663855,14.985807210985005,0,0,0
23.39743662796907,61.20509580006601,12.120940694360543,6.103166610745793,0,0,0
29.677591856141746,75.60389424394556,9.216567449409563,19.02998878454705,0,0,1
22.61549643507487,88.58293351205683,3.241710939309561,14.28635941220746,0,0,0
30.36406607153699,90.98336075476479,38.132627937807044,6.535120944860617,1,1,1
25.801030194508062,63.03472986584741,21.372096042827998,5.7908549558740985,0,0,0
34.050949831051014,78.8427085735358,31.33218416558792,10.473967725426181,0,1,1
22.0628141621899,91.96303901977447,36.379667165237166,1.5828933655641886,0,0,0
25.115995265753877,73.57904640392603,33.965833265677674,2.35353025290598,0,1,0
21.702102818608836,89.0348040999929,23.525035954484114,3.51715762632385,0,0,0
33.87040427417844,64.67934790398027,19.394926447586492,15.494471866091203,0,0,0
33.160090300714714,92.73880713837295,18.797995482033187,10.27714718538245,1,0,1
23.869124415727335,86.2998161135956,32.00243984650282,0.21134245548885877,0,0,0
29.899760690512686,92.94670374754156,24.73971774709367,13.47033054944218,1,0,1
32.25833300301824,83.68160317433772,42.45661239942553,8.473803573209942,1,1,1
28.328012173991937,72.71913761997995,43.735099216335605,10.217047299275958,0,1,1
27.944758675340097,92.83634103836528,8.528018900325923,4.282324868258711,1,0,0
23.627784363506777,69.64483717082125,6.811682577286282,11.035644567882073,0,0,0
21.396541517088487,71.62603827216064,31.520046301799976,19.58306479502977,0,0,0
33.458236369299904,84.52829463006091,15.06128740311397,1.468893820115229,1,0,1
33.506270857449955,86.78607048338853,0.928535938254943,5.678347993288613,1,0,1
29.49652185909902,92.5291219347204,44.432133468147754,4.859951857216595,1,1,1
25.08544686573051,67.16808431696734,11.345038362190413,4.970986215023592,0,0,0
25.238143619189913,87.92993123267284,46.46403258429046,7.574127151307546,1,1,0
30.88933518305359,85.84911186889371,35.87172254391268,16.36219569488335,1,1,1
33.45665389928865,62.23280946887593,38.132674495574214,18.25717379928775,0,1,0
33.306296363976756,73.55280994235724,10.07307478965802,4.044301749179466,0,0,1
31.698133187864357,69.89679099710345,11.709721280840647,10.858998758962255,0,0,0
29.630474692314316,70.65716485239106,26.06338769120329,12.737979443309605,0,0,1
21.262099474925733,94.40314078441453,8.604992632493108,10.4365494872769,0,0,0
22.424430711419205,82.49720947179748,15.271584634151614,8.681527883938392,0,0,0
33.47831282790619,85.11866552277249,16.073123897390225,3.8395101171847568,1,0,1
29.09643589489385,94.18161730602532,7.981496662638205,9.76438718398477,1,0,1
20.137955774249445,73.20206238601736,10.259141669758037,8.024296554226577,0,0,0
21.522073142990482,88.06440589584821,39.42759210041283,15.911267250045393,0,0,0
29.952526536620837,75.20858371565734,8.359792727363418,15.272087183259904,0,0,1
20.075923757693282,90.43367851352428,1.4228695921961243,2.679973624113414,0,0,0
22.41212077126248,66.32301394589561,31.46774713144692,1.7703810512613516,0,0,0
28.231006840498793,93.16901619724979,48.7991559696225,18.16307886455006,1,1,1
30.3784279653904,67.65700979438078,16.56069073115607,10.710167779289954,0,0,0
29.779418892539006,71.4177177443326,5.932785159812615,17.156018745651814,0,0,1
23.3640396419084,86.46672819373731,28.51936626837654,1.163022411328023,0,0,0
30.68268832021304,73.78142995478923,45.31771055478231,10.530312330432604,0,1,1
23.558736312452,81.28739818682564,39.20308899142394,10.788530291524728,0,0,0
24.880995472389017,75.56007253743,31.1257934206358,17.214040650843,0,0,0
31.197371076770363,85.98294779814236,15.75282483037997,1.9521999645941501,1,0,1
29.74449348570822,67.99159383290137,27.094008663810996,4.808911273518186,0,0,0
32.738351157412666,62.046029553290694,4.562242065212768,8.130766277740262,0,0,0
29.86419338450515,70.49752891155731,33.9472712140335,17.316829508398843,0,1,1
28.524629050032075,76.60080327039506,36.25480094488254,18.77766630141134,0,1,1
21.40512151742139,65.88070182674375,48.25158114549594,19.854492391872558,0,0,0
25.515737045891502,72.4179051379736,13.019867937253583,19.183869729170432,0,0,0
23.978035515225884,73.9994056402749,0.9228209521511321,0.11883511688708825,0,0,0
23.659844650686253,62.00871452908957,27.28042322135753,0.9541668290774408,0,0,0
34.59515832128668,80.41575368644716,35.33952521984072,2.9521363831517733,1,1,1
25.896465870001407,90.95201997899507,39.5203737941494,6.977241935405463,1,1,0
33.3806983276567,65.31100195335684,9.68694665124053,16.598360619739175,0,0,0
29.467079389958943,80.923280469053,13.087643451851182,17.85312390670961,1,0,1
31.922169553124725,83.26587217187962,25.629546263364816,3.7366881258916607,1,0,1
27.539556396577883,74.6767138146751,16.530040498500092,12.393283032394173,0,0,0
28.653558269395386,84.53841555774945,43.025574329372255,18.347239701305533,1,1,1
27.38776540728296,74.37560402218543,23.688007686936015,9.274634718626416,0,0,0
22.928644816970667,77.66230507921023,39.97893220510015,2.0708714390556793,0,0,0
30.83678172892258,60.25735655940495,29.030988024117686,9.1562730016925,0,0,0
24.211585436612836,84.2102039947141,38.6545070808556,7.515898045761144,0,0,0
20.364739496471806,83.14699376306535,16.633649326516192,11.55315992132014,0,0,0
29.682084438607518,61.34403070642206,41.57083109651556,8.773173688142073,0,1,0
22.656660191105736,72.88875375882967,13.728615777551079,0.3469185370743588,0,0,0
34.106878765293715,94.26611442770836,27.30494040016454,19.879954668273424,1,0,1
34.30892865503881,74.72577968990159,10.700355658693711,10.870804754611418,0,0,1
33.72296585330673,77.56808917961446,23.77632608130967,9.47261510969219,0,0,1
25.552380503831664,91.84755553559015,15.908760475435157,19.09234743008108,1,0,0
