Temperature,Humidity,Rainfall,Wind_Speed,Armyworms,Stalk_Borers,Aphids
22.49080237694725,60.550245015668416,36.49991554949852,12.762891367443478,0,0,1
34.01428612819832,58.31016529272718,9.225599779935578,9.185849070683862,0,0,0
29.6398788362281,49.6884651876573,17.331984718494308,19.289970497278816,0,0,0
26.973169683940732,73.39966685558184,33.164031842890914,4.379569019684764,0,0,1
18.12037280884873,66.21432882797458,24.104467226223996,11.757128319978813,0,0,0
18.119890406724053,87.6135545778202,36.92855193174469,14.004200299804452,0,0,0
16.161672243363988,41.766026926513206,48.060395061142984,16.511289786907632,0,0,0
32.3235229154987,75.41273601553195,5.827334385759874,8.139420608560142,0,0,0
27.022300234864176,81.96218831813586,35.478385819903046,13.73843815314963,0,0,1
29.16145155592091,81.77176130535689,11.517207781605727,6.0640294276856554,1,0,1
15.411689885916049,88.73406819025388,20.72383637037846,8.709521847236406,0,0,0
34.39819704323989,80.09685585562218,1.6431362897569912,17.912542624067985,0,0,0
31.648852816008436,91.0295533906233,6.795369114634947,18.998152186619087,0,0,0
19.246782213565524,58.29611299014903,15.988864452444984,14.376346938545295,0,0,0
18.636499344142013,67.67651792133486,17.099290264399247,7.487037815523701,0,0,0
18.668090197068675,40.774381480558986,44.97926082310479,16.40115579949328,0,0,0
21.084844859190753,40.38266730168102,37.09064546332576,0.5173416345084036,0,0,0
25.495128632644757,53.20696412483359,48.60914840935205,2.054918210788421,0,0,0
23.638900372842315,45.54439584264969,29.953575516762026,13.227474727507222,0,0,0
20.824582803960837,54.31162523646645,12.085686604565899,5.824971505401148,0,0,0
27.237057894447588,49.73738119906186,16.382751496082143,19.027724368009554,0,0,0
17.789877213040835,41.568601366125655,15.991796164598354,8.721212241846095,0,0,0
20.842892970704362,90.01172805233271,16.32471638316258,8.58729640778354,0,0,1
22.327236865873836,40.452272226389034,33.648208655590786,13.561590203818625,0,0,0
24.12139968434072,80.4845179385397,26.54039640452081,15.351371246123794,0,0,1
30.703519227860273,48.36813378057341,19.271208904332216,9.51117476250273,0,0,0
18.993475643167194,90.172629209978,7.45448843643583,4.280018034234483,0,0,0
25.284688768272233,89.10377667744372,1.1069581471072953,15.466172854512433,0,0,0
26.848291377240848,75.96456305030915,10.94173387938463,6.407025497472551,1,0,1
